"",gene_symbol,GSM1820115,GSM1820116,GSM1820117,GSM1820118,GSM1820119,GSM1820120,GSM1820121,GSM1820122,GSM1820123,GSM1820124,GSM1820125,GSM1820126,GSM1820127,GSM1820128,GSM1820129
ENSG00000013561,RNF14,1903.2525,959.3408,692.8506,553.4633,768.0655,1158.0486,1478.7203,1289.7127,4475.0244,1667.4501,1716.5277,1313.4971,1400.0041,1854.9822,1591.372
ENSG00000013563,DNASE1L1,2000.9687,977.323,922.8409,743.5459,1375.7743,1970.0593,1239.3574,894.5917,3406.8141,1094.7596,1639.5578,1156.1235,678.9895,1697.5012,933.3172
ENSG00000013573,DDX11,6729.4931,2884.7808,3058.5814,2997.6663,7048.3199,3317.1562,3018.7828,10449.7475,8738.9718,2912.6191,8083.468,15290.7373,9320.1458,4392.3011,4140.5582
ENSG00000013583,HEBP1,379.704,244.0779,148.3099,153.5518,219.798,188.4836,232.2698,103.2928,622.5598,253.1183,146.3021,259.1645,127.1917,326.4417,203.5768
ENSG00000013588,GPRC5A,409.197,207.6814,108.67,142.3043,262.1225,43.9982,148.2942,89.0801,346.9679,168.4285,102.949,88.1424,68.5997,136.1778,104.6403
ENSG00000013619,MAMLD1,310.2584,266.732,94.6258,102.23,235.1134,35.1644,103.4212,74.7018,248.2603,137.305,56.1804,124.9658,103.0979,63.8359,69.5837
ENSG00000013725,CD6,1341.3413,957.9835,455.055,487.2711,861.5164,6461.1669,2490.6937,5867.0513,16948.332,4584.026,3670.7283,1393.4048,3203.4786,10253.8177,4105.9908
ENSG00000013810,TACC3,2011.3506,1028.1639,756.5638,708.9284,1153.4479,1364.4727,3724.5312,6051.6895,6199.7069,2632.4208,1485.5117,2808.2282,3090.5168,4569.7062,1912.5837
ENSG00000014123,UFL1,4208.8458,2371.3065,1361.7426,1123.4443,1707.032,1075.7426,2683.2123,2644.3365,7699.9201,3263.7076,2463.049,2686.971,2264.1671,2605.4642,2821.0304
ENSG00000014138,POLA2,1616.8686,844.5856,582.7737,519.5703,971.6704,802.6564,621.5101,877.4878,1531.1815,894.2779,981.2714,638.8039,766.1494,1081.2432,650.0795
ENSG00000014164,ZC3H3,1592.0038,990.5619,522.2288,436.7536,742.1826,1310.4913,954.2429,1702.8788,3147.9524,1144.7442,1531.1448,2433.802,1048.4951,1250.6329,1246.0686
ENSG00000014216,CAPN1,8424.0132,4120.2114,3102.8995,2410.7426,5019.0305,6861.4209,4053.5688,3586.2566,9100.8976,4239.7462,6716.3044,4304.2133,2816.6002,4946.8962,2685.4186
ENSG00000014257,ACPP,207.2968,94.9464,65.6857,56.693,88.5066,17.0554,68.9018,29.9974,127.5683,81.182,36.8214,63.3424,35.3496,159.7593,65.6045
ENSG00000014641,MDH1,3481.3752,1963.1171,1181.2146,1124.622,1597.5007,4101.9563,4104.002,3068.951,7086.0437,3847.5417,2805.5454,2560.1345,2749.4874,2929.9907,2566.9561
ENSG00000014824,SLC30A9,2771.6392,1395.7608,959.1567,832.9218,1209.3181,1954.2672,1481.12,1614.4537,4211.5827,1895.4684,1475.6422,1615.4738,1370.2554,1628.3252,1860.8651
ENSG00000014914,MTMR11,199.4005,99.1047,84.6986,69.0102,92.2612,28.9979,188.3636,114.5194,291.6266,263.2451,62.3532,46.2464,71.6968,61.9774,55.7958
ENSG00000014919,COX15,2786.6057,1402.3315,886.6774,871.2673,1316.7902,1105.9711,1408.8773,1246.7612,3634.1458,1682.101,1034.1298,1475.3821,1255.3714,1594.7972,1262.5241
ENSG00000015133,CCDC88C,12258.1446,5739.3644,4673.655,4084.7688,8604.0949,5784.3285,3627.4925,7773.5174,12875.582,8211.1628,12267.651,5814.6991,4561.031,6438.2645,4712.7423
ENSG00000015153,YAF2,1988.551,1108.7396,694.61,518.182,907.7559,823.2064,697.1397,1288.5733,2103.4607,1447.1924,1049.5836,717.0248,777.1169,736.3861,807.5936
ENSG00000015171,ZMYND11,5055.7749,2565.0386,1960.5166,1393.4141,1915.6627,4608.8987,2925.5711,4406.8069,11279.6669,5788.0857,4371.2993,3011.3611,3854.3236,3321.9536,4358.8021
ENSG00000015285,WAS,6122.2888,3444.5163,2449.2797,1949.4208,3704.018,3454.4941,2624.3482,3274.221,7529.0733,3490.5337,2790.8677,3843.9266,2442.5469,4609.8185,2311.6936
ENSG00000015413,DPEP1,154.2139,79.195,52.9145,42.5305,87.4031,8.7325,53.711,17.316,134.3439,58.4383,20.7926,26.8915,18.5397,24.4203,26.8202
ENSG00000015475,BID,615.5315,389.7122,288.8494,215.6836,369.1738,361.9979,1004.3025,1196.8857,819.4108,686.3778,430.8677,830.8891,781.867,745.1401,300.9979
ENSG00000015479,MATR3,15421.9421,7928.361,5793.4849,4572.9752,8373.727,16240.4036,14165.2878,16727.0755,37972.7963,18044.2252,19240.5836,14492.3197,14241.3701,15742.1443,15183.8857
ENSG00000015520,NPC1L1,288.7597,132.275,117.6803,98.5615,152.7286,29.4273,80.5361,72.9319,270.9172,131.31,118.1472,77.2219,55.031,104.6364,86.4072
ENSG00000015532,XYLT2,1765.0398,896.3107,811.9775,669.9334,1180.3696,685.4388,525.4789,677.2001,1680.3043,798.9611,670.2254,1010.7123,631.9051,1114.0492,698.758
ENSG00000015568,RGPD5,1609.6216,489.5034,650.0052,223.7678,1278.37,354.9909,530.5083,5259.5258,472.2354,347.4304,1083.3324,505.0449,5073.1581,849.5877,206.0473
ENSG00000015592,STMN4,164.8849,88.6518,53.1722,38.7664,62.4405,18.0657,57.7977,19.7973,124.9637,59.7274,37.4749,43.4125,32.5131,29.9203,47.3893
ENSG00000015676,NUDCD3,5001.0379,2743.5716,2301.8726,1782.9476,2867.9198,3321.961,2537.6849,3191.3774,5577.5933,3144.9292,4615.2969,2607.1937,2498.911,3305.731,2334.2257
ENSG00000016082,ISL1,93.5376,48.0456,23.555,21.7663,20.6473,23.9749,40.4079,21.5349,96.5814,46.5385,16.5254,36.7719,11.8553,27.2849,35.2758
ENSG00000016391,CHDH,451.0057,220.9127,129.6049,142.1737,185.628,1467.438,1498.8806,136.6139,3836.2996,1705.3611,3998.4567,413.3254,129.0375,484.0268,570.7854
ENSG00000016402,IL20RA,235.7922,139.6839,96.1814,76.418,106.4456,23.9303,68.1719,40.4993,198.5102,96.5548,44.9904,42.0881,41.0959,44.1418,69.0904
ENSG00000016490,CLCA1,203.8929,66.2559,59.6411,68.24,72.4912,11.2503,31.3346,14.5327,92.154,54.2232,15.421,20.49,14.4659,15.7116,37.7262
ENSG00000016602,CLCA4,326.4522,183.1597,98.0931,77.4132,130.3757,20.3114,61.6718,35.8075,162.3071,85.0383,45.234,39.351,51.6686,52.4341,63.606
ENSG00000016864,GLT8D1,2010.5701,1018.7168,693.8465,632.8232,862.3246,1318.4778,1235.7167,1445.0319,3413.5109,1767.0131,1616.4152,1124.1418,1196.3838,1620.8571,1325.5698
ENSG00000017260,ATP2C1,5104.7086,2766.9806,1668.0154,1490.2395,2363.973,2565.0438,2770.1314,2615.5384,7089.4153,3596.1717,3111.6864,2879.0321,2651.7063,3184.301,3073.0916
ENSG00000017427,IGF1,76.6521,41.4127,31.4512,16.096,15.5575,1.1394,19.9851,4.2081,52.4652,18.8427,6.9787,9.2056,9.224,10.6684,12.4892
ENSG00000017483,SLC38A5,789.2463,465.6293,300.0361,263.3562,483.582,634.8907,830.7837,593.0669,1327.4782,485.9903,640.1384,755.5515,370.4073,695.7029,334.114
ENSG00000017797,RALBP1,3101.5755,1711.4342,1115.8268,1022.6561,1895.4307,4272.696,3255.5016,3988.5254,8083.6091,4070.6578,5816.4452,3640.3278,3275.0393,4260.4283,3022.3715
ENSG00000018189,RUFY3,5572.016,3063.1804,2077.0044,2186.5772,2346.2143,828.665,1104.8271,1180.7975,2627.6845,1635.8447,1527.4082,1186.7414,1493.5495,949.4458,1172.909
ENSG00000018236,CNTN1,598.9483,298.2163,200.9068,169.7842,437.755,40.0929,127.565,164.8329,367.8612,197.7608,271.678,201.7185,62.4612,130.7601,118.7035
ENSG00000018280,SLC11A1,820.8204,390.1295,582.6498,406.0274,441.9754,78.3406,588.9838,763.9922,360.1499,388.2369,159.1851,1836.2883,243.291,272.4196,372.4911
ENSG00000018408,WWTR1,548.4267,286.9764,190.3317,157.0953,264.3984,86.0561,155.5334,141.1891,637.9608,244.435,108.4404,150.9921,107.967,132.2199,170.4395
ENSG00000018510,AGPS,1869.6627,1018.8047,665.7149,518.5033,893.1509,727.2408,1644.6988,1354.8727,4327.1067,2132.9456,849.4067,1403.2859,1199.6662,1486.4567,1186.031
ENSG00000018610,CXorf56,1148.0899,589.3762,386.7569,359.8946,635.6755,717.1725,756.0788,911.0197,2031.7806,913.8378,819.7857,667.5186,763.5421,888.794,392.4789
ENSG00000018625,ATP1A2,470.651,156.4117,106.929,152.2943,278.9419,16.3429,87.1973,34.2714,208.3518,113.1776,33.2412,75.7413,30.4794,38.0744,68.1099
ENSG00000018699,TTC27,1738.8053,927.1564,522.3888,590.5093,778.2542,957.736,936.4324,588.3197,1846.8761,1000.3825,677.8242,598.1419,884.2284,820.4859,663.2006
ENSG00000018869,ZNF582,669.9492,354.8297,246.8443,199.5548,519.4871,552.2268,268.4575,416.1366,976.9288,291.7403,231.6778,302.6698,386.8612,577.7546,420.5098
ENSG00000019102,VSIG2,49.1251,30.1228,21.7374,13.1782,30.4803,2.9999,13.1336,139.0055,46.2605,16.5055,6.0802,6.5999,12.6731,17.001,17.9
ENSG00000019144,PHLDB1,1531.6195,755.7819,476.6354,510.1907,1191.8322,156.7025,439.0527,607.4689,1228.3352,505.7229,365.2663,610.8747,572.6865,599.8704,427.338
ENSG00000019169,MARCO,120.2728,52.3407,48.4705,35.3303,31.3197,6.2636,38.1396,60.4498,67.6389,41.9216,29.3523,62.8605,23.8947,19.1618,31.7707
ENSG00000019186,CYP24A1,202.0366,102.893,75.9999,60.7761,83.2235,12.584,51.3801,23.3488,153.7306,81.0365,15.0767,27.8923,20.27,30.5966,37.613
ENSG00000019485,PRDM11,2893.9932,1555.9651,1021.2863,998.2907,1531.8186,1616.7128,1108.0092,1505.2591,3468.0952,1844.556,1556.4617,1111.9277,934.2402,1330.1154,1153.5625
ENSG00000019505,SYT13,238.1684,159.3083,76.6813,53.9367,112.2461,25.0002,82.855,31.4583,215.3669,94.8314,27.9234,51.7927,36.1665,42.8403,68.7486
ENSG00000019549,SNAI2,132.5683,61.3793,38.4532,28.4841,35.1819,8.4031,23.0018,9.0004,75.1842,32.2759,11.5192,9.3925,12.1827,13.2302,33.5064
ENSG00000019582,CD74,550596.0428,297660.1677,198303.0879,177489.4511,331613.7909,349787.5904,140663.814,429509.0273,389056.3769,163905.6547,184832.5854,115687.3879,126571.8899,170838.964,95793.4686
ENSG00000019991,HGF,629.3012,350.9269,204.8564,205.3586,252.7932,33.1534,126.3478,95.5883,398.0064,171.8739,77.884,137.1964,61.0333,192.6877,120.4952
ENSG00000019995,ZRANB1,2928.3142,1635.3873,1171.2321,977.1497,1374.0835,2913.7418,1689.6263,3155.4067,6280.7488,2966.5336,3460.4129,2144.0013,2447.3055,2345.4511,2891.9946
ENSG00000020129,NCDN,1487.0553,676.3509,580.5321,476.562,790.3363,1181.0095,933.9551,1043.7985,2015.9893,796.735,474.2,1481.4053,1071.3616,1454.8706,819.6701
ENSG00000020181,ADGRA2,310.6136,149.1919,85.8316,142.1918,131.824,12.8738,144.2901,68.7414,297.546,132.0295,48.2294,41.4676,44.2019,78.9289,103.1938
ENSG00000020256,ZFP64,981.0768,503.4712,391.3589,369.4435,531.4615,1796.0816,659.8939,462.578,2706.3043,726.575,1564.8898,503.2442,399.9842,740.6573,767.6135
ENSG00000020426,MNAT1,670.4784,321.3052,244.2307,229.1946,300.4481,362.9634,467.9193,238.9165,768.51,352.6594,291.4912,291.4491,300.0181,317.6912,256.6231
ENSG00000020577,SAMD4A,2146.8021,968.6192,1009.1124,841.9364,1454.425,74.926,289.4853,561.5278,584.8179,426.0373,150.895,383.0166,982.7538,156.1333,189.4694
ENSG00000020633,RUNX3,8390.283,4450.4207,4013.5905,3466.0771,5035.7567,11354.7033,4294.0681,19556.799,5786.0603,4358.5545,9836.2634,9107.8685,8216.6739,7360.7099,3336.6831
ENSG00000020922,MRE11,5595.9424,4110.6343,1799.0569,1401.8526,2159.9154,829.761,2032.3974,1070.7103,4910.2296,2555.244,1071.0668,1970.2851,1639.4275,2241.0212,1813.1998
ENSG00000021300,PLEKHB1,655.1885,312.9552,383.7059,309.6703,355.6863,705.4542,459.4152,187.6976,1880.1722,664.9882,212.4365,589.3339,328.7656,587.4703,497.49
ENSG00000021355,SERPINB1,3949.4256,2036.3842,1316.7609,1374.1374,1907.5858,3860.0323,2653.4025,4319.3882,7059.3609,5093.2913,2702.6357,2746.6934,2570.2799,3188.2001,2094.102
ENSG00000021461,CYP3A43,144.484,56.9099,45.0981,44.6421,53.5701,6.4731,41.8068,7.4025,119.2375,52.1382,20.9862,22.0904,15.3054,9.7729,44.2424
ENSG00000021488,SLC7A9,217.5401,121.9909,100.8303,57.7895,105.3329,14.0466,37.6931,30.6046,130.7796,75.0426,50.0856,25.1699,20.3155,60.513,36.5164
ENSG00000021574,SPAST,2510.7344,1434.7932,887.1222,619.6597,1008.2355,2154.6039,2193.9883,1845.1948,5091.5825,2268.3471,1387.5139,1465.308,1247.9385,1653.705,1907.2534
ENSG00000021645,NRXN3,964.7126,436.7254,340.2169,256.2884,413.1293,101.7719,263.8534,215.1803,773.2216,379.3409,187.9352,223.2021,150.3593,222.8234,274.3171
ENSG00000021762,OSBPL5,388.3952,165.9399,137.8676,111.6232,168.0648,95.5624,1106.9716,130.0628,4436.2058,2068.8904,2665.8289,505.098,87.4243,531.6418,155.6891
ENSG00000021776,AQR,5968.6326,2970.9997,2021.7088,1998.5408,2811.4731,1565.6143,2973.2482,3407.5085,7717.1247,4260.7083,2379.6225,3195.2913,2753.0322,3396.2655,3143.7907
ENSG00000021826,CPS1,673.0359,343.1162,231.7266,231.8524,272.0108,42.9514,172.1029,77.4944,440.6073,221.0155,62.3263,128.1387,78.5906,136.637,144.0428
ENSG00000021852,C8B,120.1244,114.2559,29.5514,29.3692,241.4166,8.3107,32.1148,22.1289,84.6913,22.2519,13.3881,20.4424,16.4977,22.5195,19.7432
ENSG00000022267,FHL1,969.4095,623.5148,398.7751,237.9843,221.4261,90.6945,835.2519,251.0458,2704.6294,1801.1077,100.1714,111.7922,125.1466,156.8645,120.8217
ENSG00000022277,RTFDC1,3752.1226,2046.4215,1318.1552,1210.9444,1868.8199,3851.9265,3069.2947,3779.2939,7360.5264,3929.3513,3053.6516,2697.7735,2691.8497,3289.4054,2335.9196
ENSG00000022355,GABRA1,464.7124,284.4569,139.8789,134.7562,171.3558,35.1933,129.8877,57.4955,342.9521,125.6394,105.7727,102.791,64.6717,103.1351,146.5762
ENSG00000022556,NLRP2,821.1424,375.3607,185.9985,210.9317,208.1954,36.7564,54.4394,45.9151,1228.5925,50.2285,193.2272,58.7971,35.8871,242.6355,43.8769
ENSG00000022567,SLC45A4,585.338,309.8197,284.5814,248.0357,331.0163,405.4861,602.6261,810.9084,1568.7584,783.7392,833.1779,660.6829,400.0519,966.9293,575.1327
ENSG00000022840,RNF10,7161.9426,3426.3898,2650.3297,2396.825,3402.9795,6318.7071,3960.8934,11562.1164,9736.3267,8448.4921,7432.719,4900.8257,6373.401,5293.9634,3943.0814
ENSG00000022976,ZNF839,1995.9691,1085.611,805.8559,772.6194,1143.7983,530.8916,635.0398,723.8904,1543.1738,780.8481,657.0346,1137.2967,667.044,919.6706,482.1694
ENSG00000023041,ZDHHC6,5015.0233,2360.7642,1743.3789,1622.0302,2372.4072,1664.7978,1739.6696,2187.3934,5464.315,2806.0899,2201.4795,2693.8452,2447.4494,2514.4685,2515.6792
ENSG00000023171,GRAMD1B,741.1308,387.0895,239.2178,221.6244,344.1078,1121.0668,1565.819,920.6437,4682.5676,1453.2654,3655.897,551.9845,431.3723,779.8762,3065.2059
ENSG00000023191,RNH1,2252.6727,1056.8519,993.2852,966.3618,1740.7883,2935.2421,1881.4495,2139.7225,3349.3441,1709.7106,4618.8806,2144.8593,1315.3781,2844.4596,1020.4188
ENSG00000023228,NDUFS1,1841.4211,949.5199,641.1374,494.3164,902.76,911.9822,1167.3912,1046.5828,2523.4195,1557.7597,1040.8266,857.1555,913.244,1244.3927,1078.0417
ENSG00000023287,RB1CC1,5166.5102,2790.7303,1675.1002,1381.973,2310.5117,2470.1201,3150.7435,4047.7468,11096.7084,7066.0492,3399.8408,3407.0754,3256.5967,4138.1042,4961.2588
ENSG00000023318,ERP44,4900.4107,2680.7968,1279.8994,1263.4337,2210.014,1695.0835,1785.8401,1975.6131,4180.0062,2504.8976,2099.0801,1760.0076,1553.4656,2197.2334,1626.0243
ENSG00000023330,ALAS1,1142.8306,529.0502,409.5871,316.131,463.5064,902.6747,1290.1717,1332.3295,2476.1334,1568.1153,1417.1378,1085.5791,932.8311,1280.3008,894.7037
ENSG00000023445,BIRC3,47250.4957,31050.931,13912.2301,10172.1755,22861.196,6557.5151,7062.9143,27361.9042,19606.6781,14632.7441,23729.3899,20666.7152,31557.6317,12689.6084,17707.2023
ENSG00000023516,AKAP11,14226.4003,7171.3054,5142.3397,4156.6913,5604.632,4184.6594,3483.9052,3990.902,19149.6993,9024.8106,5287.3023,8135.9489,3964.5668,7041.3021,7148.414
ENSG00000023572,GLRX2,221.2018,107.751,81.1981,63.2882,102.6991,72.8624,166.4406,173.3121,384.7358,137.1355,168.0919,158.5224,165.7115,181.2566,167.2422
ENSG00000023608,SNAPC1,393.1356,236.0863,148.9635,192.7297,190.4592,222.7756,377.8529,359.4468,1304.8399,480.8032,406.6947,488.5029,350.4004,298.9976,423.318
ENSG00000023697,DERA,1218.7115,699.0669,376.3216,319.2304,490.3257,1092.9316,763.0597,1205.4203,2279.3994,1758.9096,888.0213,513.9468,419.3294,755.6605,645.3846
ENSG00000023734,STRAP,2815.3917,1556.7957,1042.9341,1008.5453,1301.772,2579.8426,2420.6131,5333.7649,5361.963,4588.4676,2771.8859,1688.3273,2718.5401,2613.4989,2279.2644
ENSG00000023839,ABCC2,1106.2597,587.5933,344.9726,692.2877,426.1913,147.52,532.082,186.5188,1526.1375,623.8691,256.1654,337.6758,174.137,339.9095,615.9252
ENSG00000023892,DEF6,6617.2941,3894.0729,2724.113,2507.3784,4901.8843,2835.394,3136.9431,4292.5508,7051.1317,4960.9462,4774.4992,3933.6211,4013.3772,5214.5944,1978.6438
ENSG00000023902,PLEKHO1,7649.2409,4161.1376,3848.3504,2947.7396,4372.2145,6801.0421,4479.4487,9310.7004,10381.2954,5984.9194,8654.1014,5473.564,7841.753,6392.0534,2736.9725
ENSG00000023909,GCLM,832.5938,428.3143,328.2091,222.9594,276.3879,157.7679,444.8983,362.363,910.2752,418.9567,318.8362,626.9086,647.8641,423.8602,492.0918
ENSG00000024048,UBR2,7103.7392,3507.9416,2799.7862,2499.9377,3440.9949,1608.5746,3984.1585,4248.9219,14883.0834,5289.1996,3649.5004,5082.9965,3944.4255,4651.4308,4236.4432
ENSG00000024422,EHD2,271.7502,142.6793,86.2932,268.4192,39.8001,5.0528,196.7097,24.767,390.1942,210.3495,21.5209,16.4831,17.0356,7.7238,149.696
ENSG00000024526,DEPDC1,515.2513,202.9442,133.6081,170.577,225.0636,20.4333,112.6635,54.6873,243.6106,118.0668,62.6153,84.0694,62.4773,82.3423,91.5252
ENSG00000024862,CCDC28A,1025.0746,572.7138,342.6912,313.2408,461.1984,782.8085,1211.1087,1237.4054,3530.1081,1475.6967,1074.5909,1289.3181,925.0145,1394.2843,1244.6418
ENSG00000025039,RRAGD,319.505,141.526,190.1522,140.4363,130.8385,36.4321,110.8639,111.2145,254.1025,139.4823,179.5173,440.737,92.083,124.92,104.3023
ENSG00000025156,HSF2,1173.847,638.4644,447.9886,352.9134,511.1836,217.508,585.0977,622.7825,1409.0412,647.1428,821.591,612.3962,605.3774,664.4054,725.806
ENSG00000025293,PHF20,4589.5506,2383.9382,1935.0639,1575.4567,2284.1436,2500.4637,2460.2537,3826.2474,6819.9398,3790.9414,2940.5792,3540.3005,2766.5719,3320.5146,2927.9465
ENSG00000025423,HSD17B6,137.7461,62.9259,65.8349,48.9814,78.4259,20.8463,43.1583,41.4423,138.9565,63.286,37.1151,95.4751,28.6196,39.7084,38.2593
ENSG00000025434,NR1H3,460.0679,252.9909,157.5487,157.2336,191.864,87.5863,210.7908,158.3249,398.3108,186.3777,223.287,233.3354,141.4784,216.6381,214.7054
ENSG00000025708,TYMP,1048.5258,419.2794,698.0095,710.5496,506.4591,742.8198,10568.94,6469.0993,1602.0163,1753.9885,1938.1509,4574.9652,5533.1779,7486.6947,936.7771
ENSG00000025770,NCAPH2,2539.2046,1220.3557,1121.8982,909.089,1489.9981,1593.2576,1403.111,2626.6715,3291.1078,1346.2657,2147.779,1757.2081,2263.3197,2239.8584,1542.5512
ENSG00000025772,TOMM34,1384.0068,871.0847,655.4901,528.7626,925.6143,1271.7105,809.368,1462.8009,2509.2959,1535.7936,1160.5808,707.8398,510.1373,1192.5516,813.677
ENSG00000025796,SEC63,6555.2575,3182.9016,2247.8951,1830.658,3012.5485,3588.969,2437.7291,2724.9466,7053.7532,4026.6944,3162.374,2326.3794,2390.9961,3151.8899,2936.7507
ENSG00000025800,KPNA6,5061.5994,2789.098,2111.2408,1848.873,2771.281,1941.73,2952.4554,3189.5714,6067.6308,3823.6476,2936.9146,2650.4727,2816.9288,2911.1923,2436.843
ENSG00000026025,VIM,13297.5385,5549.728,6181.099,5139.0007,6000.701,41023.358,16568.8155,35841.4387,17800.7312,16136.9516,54874.868,22225.3652,42475.6272,13944.5955,7186.7173
ENSG00000026036,RTEL1,1400.6685,783.2968,503.6826,520.1798,984.9959,185.7896,609.3947,425.2402,1146.6041,618.681,635.4522,652.6436,275.3624,929.0564,351.7275
ENSG00000026103,FAS,671.39,195.7387,227.8136,282.7282,259.5795,411.5836,399.5109,494.5525,1023.2078,468.4401,297.7797,649.1164,465.0676,539.8591,404.4726
ENSG00000026297,RNASET2,22612.2779,8749.5842,6946.6459,6298.7897,9041.13,5331.8052,3561.2767,5817.0584,12936.3655,7567.2979,4351.0211,10223.9805,6910.0301,6228.6342,5012.6048
ENSG00000026508,CD44,13990.2119,6887.4239,5190.5776,4533.641,5594.4389,8470.6479,20166.1912,28373.2546,41645.5193,23516.329,41818.7584,23027.6511,40382.961,14821.0839,14292.6937
ENSG00000026559,KCNG1,2030.3253,1283.486,285.0326,378.8054,1079.2273,1354.6902,107.8152,404.4033,1092.9023,167.2414,118.2182,88.0251,79.527,71.0126,675.7907
ENSG00000026652,AGPAT4,1296.4001,704.0935,257.0176,421.3712,669.7953,284.7658,220.4587,485.7136,1171.8345,308.3813,3879.3381,429.7482,561.9671,322.9854,197.9822
ENSG00000026751,SLAMF7,548.1398,302.7466,387.7998,374.3967,278.5777,1447.6093,1388.9361,1636.4398,751.8225,669.798,945.7018,4069.2445,2171.3861,2078.9163,1659.5374
ENSG00000026950,BTN3A1,19835.2647,6378.7334,6558.4096,7622.324,8480.9997,3009.8662,3738.2579,3254.8936,11148.5364,5127.39,2948.2258,11247.7673,5677.473,11407.5562,5571.3965
ENSG00000027001,MIPEP,692.084,398.5518,258.5106,230.6239,298.5549,442.7746,298.3846,224.8766,709.4153,351.8778,590.6304,300.5683,324.1451,325.9316,278.8131
ENSG00000027075,PRKCH,589.6916,291.3203,248.006,190.1107,266.9911,608.5705,446.6531,1308.8083,902.8613,583.5043,163.5438,1397.4093,1357.7012,2290.9701,530.2547
ENSG00000027644,INSRR,223.7705,102.4898,74.9884,76.8657,105.9859,19.2502,60.5136,47.4688,193.9361,88.1788,44.2128,86.4917,45.5876,53.534,54.225
ENSG00000027697,IFNGR1,3680.0186,1836.3515,1208.9771,1243.5463,1770.3659,1063.5644,1774.2265,1978.2608,4191.9891,2322.3663,2936.6061,2674.9423,2413.6783,4048.5957,1789.1973
ENSG00000027847,B4GALT7,1983.0163,988.8545,787.783,752.0762,1242.4876,995.5877,671.2898,1245.8875,1824.2497,833.293,1109.9122,1135.8515,708.7528,1016.7451,542.3907
ENSG00000027869,SH2D2A,302.8198,156.7753,107.2542,101.3119,164.1627,135.2943,204.9752,1049.5577,347.2323,207.7506,149.7517,900.1429,922.9681,899.9542,244.1331
ENSG00000028116,VRK2,2238.9337,1075.2925,843.4036,727.5192,972.4985,1136.0215,2361.9362,1148.5127,2774.6942,1323.6125,1391.5184,1006.4085,984.6012,1414.2332,1214.9826
ENSG00000028137,TNFRSF1B,4158.535,1758.7133,3410.4914,1389.9991,2505.8049,8855.2096,27822.8894,18667.3592,22295.6239,10336.6897,12673.0008,11110.7957,3779.8374,9043.2041,2636.4002
ENSG00000028203,VEZT,2477.1382,1215.1597,860.9168,770.2986,920.1583,1373.0887,2382.9533,2018.9018,6630.8015,3139.6779,2579.2596,1613.1484,1443.1279,1849.9891,1655.7495
ENSG00000028277,POU2F2,24164.2453,11128.3236,9647.4515,9445.1333,13803.545,9014.325,6386.6882,10956.6489,18025.3726,8577.4171,29970.4672,8371.6928,18335.8081,8002.4613,4505.4683
ENSG00000028310,BRD9,5990.6354,2793.2734,2235.4767,2088.6154,4073.1639,2047.7963,1765.6912,2978.3456,4828.7214,2730.4599,3239.7936,2470.8673,2463.6237,3053.384,1857.3289
ENSG00000028528,SNX1,16893.9637,9953.3914,5555.239,4455.9339,7994.2039,3600.8979,4887.9658,6203.0771,15379.2155,8021.216,5746.4644,6471.9644,5587.244,7354.8446,5524.1618
ENSG00000028839,TBPL1,1381.0404,807.1626,518.5633,460.1374,703.81,773.9488,610.8032,872.6292,1980.8092,984.3501,934.4124,722.5804,924.6339,823.6298,820.1958
ENSG00000029153,ARNTL2,554.1292,303.4367,127.6928,146.3795,218.3917,70.6653,221.6537,142.3015,341.3206,168.7313,65.8324,167.833,111.8834,117.2355,130.2061
ENSG00000029363,BCLAF1,22270.7818,10846.8169,7936.8634,6687.9855,10178.9316,7025.2299,7421.9132,11913.4289,24710.0748,13609.0022,9500.9272,12695.2071,11059.8358,11505.1751,11032.9011
ENSG00000029364,SLC39A9,3183.4218,1737.4735,1171.7132,1078.8324,1578.9415,1360.5466,4798.2282,4292.7455,5910.4214,2692.709,1852.9002,3028.7407,2107.7742,2760.192,2525.0615
ENSG00000029534,ANK1,1292.6434,609.2191,408.498,248.9884,657.7801,801.6733,224.648,319.0638,1249.1552,492.9291,504.922,456.8094,190.4792,544.2269,409.5554
ENSG00000029559,IBSP,49.2761,27.2464,25.9436,11.0347,16.9971,4.9993,20.4527,9.3675,34.7293,30.6031,13.2708,3.1241,11.2586,5.1974,11.8333
ENSG00000029639,TFB1M,758.4524,347.344,232.8927,243.1997,347.6295,388.8407,277.5142,344.0616,1053.1177,591.1376,378.6207,427.2772,238.4086,431.0638,429.2171
ENSG00000029725,RABEP1,11866.83,6615.3361,3940.9311,3871.9878,5695.869,5558.8237,4133.408,5556.532,14134.1504,7477.199,6522.6594,5004.3513,4325.967,4671.261,4760.4219
ENSG00000029993,HMGB3,266.0139,113.156,80.8293,79.162,125.5113,411.6845,287.3003,438.4412,517.5313,314.9178,885.771,182.2844,128.9344,197.757,179.4915
ENSG00000030066,NUP160,6835.9206,3525.5355,2472.1478,2186.642,3010.7511,1655.0989,2983.3253,2322.4858,7846.961,4105.5601,2711.0998,3052.1612,2087.6497,3035.8426,2541.0505
ENSG00000030110,BAK1,1387.6066,690.5063,546.1489,516.0406,1208.6293,1373.1114,2270.5342,3861.7933,2258.348,1139.0965,3988.0708,2551.0839,2097.8817,3052.1093,1028.379
