"",gene_symbol,GSM1820115,GSM1820116,GSM1820117,GSM1820118,GSM1820119,GSM1820120,GSM1820121,GSM1820122,GSM1820123,GSM1820124,GSM1820125,GSM1820126,GSM1820127,GSM1820128,GSM1820129
ENSG00000006638,TBXA2R,424.4948,308.0753,80.678,146.1368,246.7961,386.8027,62.6685,105.2027,270.465,134.7884,877.2803,180.1392,42.5973,181.6455,160.7935
ENSG00000006652,IFRD1,2510.1792,1652.1713,996.5851,931.3812,1114.5581,765.5879,1167.8045,2236.0813,4192.4456,1770.2585,2731.4678,790.7725,1538.0724,1774.034,1783.4794
ENSG00000006659,LGALS14,24.4569,5.5051,9.4783,5.0014,5.1312,0,6.9976,5.0023,15.6866,7.9963,1.0033,2.6467,2.0013,4.1077,7.6876
ENSG00000006695,COX10,1065.8564,516.9988,338.4465,377.7869,480.3744,850.3267,462.8716,452.374,1117.3364,607.6075,483.5724,583.2221,531.6532,550.0358,475.8493
ENSG00000006704,GTF2IRD1,294.2436,165.5997,87.3438,111.4495,123.0557,305.3118,118.9591,238.4547,525.8868,305.0624,60.805,109.7865,113.7753,56.3003,80.6531
ENSG00000006712,PAF1,3355.5898,1513.3279,1287.6505,1368.9223,1846.6612,3233.9175,2322.5516,4523.6805,5753.1044,2690.6458,3819.4138,3528.217,3337.4405,3150.1358,2156.7624
ENSG00000006715,VPS41,4163.0426,2202.8599,1039.8238,918.9349,1613.613,1370.2267,2558.6394,2346.2168,8237.6464,4092.7455,2007.5414,3075.4054,2004.9367,2944.2488,2591.2028
ENSG00000006740,ARHGAP44,670.3942,344.5468,280.8164,245.7079,247.1018,3656.3911,7154.317,4050.9102,11592.1456,7659.0993,6830.2686,256.9575,419.7467,1971.5331,1276.7989
ENSG00000006744,ELAC2,4018.6901,1851.5261,1631.6308,1355.8246,2150.9863,2147.1397,2352.2558,3361.0419,5856.0254,3254.8294,3064.2207,1994.2919,2471.9285,2748.925,1626.1457
ENSG00000006747,SCIN,982.1,507.908,438.3341,324.3267,365.5778,34.716,398.5606,109.7052,472.0991,348.6317,180.4195,124.8734,131.6375,136.957,174.0002
ENSG00000006756,ARSD,963.7813,435.4832,428.2231,268.9137,699.1913,574.1154,1140.7996,617.2426,3577.1343,1721.8814,576.8634,586.2843,391.4702,655.0041,106.8553
ENSG00000006757,PNPLA4,473.2044,279.7428,196.0906,191.3267,209.1507,268.1167,250.6711,166.4518,547.963,302.8088,104.2594,191.8529,100.5888,222.6191,215.6427
ENSG00000006788,MYH13,196.2429,120.1381,71.7612,68.7927,89.1861,10.3206,61.6798,26.7089,186.816,90.7552,35.5715,54.994,40.4919,36.6623,67.7598
ENSG00000006831,ADIPOR2,2958.1447,1705.0818,1123.7671,930.1906,1323.4364,1130.4955,1963.5077,3905.3543,4339.4614,3563.6642,2230.5282,1718.1445,2465.8546,2320.8281,1666.7256
ENSG00000006837,CDKL3,320.2579,142.4965,91.4759,56.9184,96.1909,38.3335,106.8523,73.4716,250.2052,103.2165,61.7818,92.1927,29.4476,89.103,115.1061
ENSG00000007001,UPP2,160.4803,82.7544,41.9551,40.1651,84.304,8.1396,38.3413,29.0951,119.5223,42.2263,23.0689,48.4113,22.5295,29.4595,35.1882
ENSG00000007038,PRSS21,117.5402,74.5471,94.2432,37.9111,37.728,12.8007,38.8912,22.976,84.5094,42.615,20.0657,40.8843,134.0067,39.6061,29.9153
ENSG00000007047,MARK4,1254.9543,620.5449,442.3284,445.2474,756.6802,1068.9927,698.313,1104.8933,1538.3076,653.9347,1113.628,873.4298,770.3421,818.418,597.0473
ENSG00000007062,PROM1,403.6681,202.047,138.6474,108.4407,183.0509,27.1485,107.0117,82.3146,342.2343,140.5143,108.8616,60.2487,52.4616,91.373,96.7661
ENSG00000007080,CCDC124,847.3213,449.0661,332.913,300.4734,680.3522,1467.0468,734.1318,1063.0272,1570.9095,771.4415,1220.1493,727.732,646.0754,1084.1295,469.3592
ENSG00000007129,CEACAM21,1523.6447,994.6407,616.354,457.4882,1224.6776,72978.5257,6761.6171,45175.0141,20543.8044,10891.3176,24761.5234,25331.5805,26684.7941,18470.1335,10149.0738
ENSG00000007168,PAFAH1B1,9128.4859,4568.2099,3820.241,2830.8622,3978.9659,4107.1896,7470.2922,9258.0283,19344.3622,12706.7272,10687.141,7011.7896,8140.5936,8031.712,7576.9171
ENSG00000007171,NOS2,316.7549,167.3991,101.8158,88.2658,154.2438,21.3254,66.1858,44.7891,175.7509,90.6392,173.0106,90.7532,39.7713,55.0038,87.1549
ENSG00000007174,DNAH9,860.8745,365.4113,278.0239,280.278,382.8155,48.8287,235.9193,121.6111,553.7567,256.9288,131.1323,114.7951,89.401,146.239,189.2439
ENSG00000007202,KIAA0100,14098.4124,7486.9036,5824.3971,4751.3631,7522.3172,9248.9035,6509.5003,11277.3792,17779.7381,10552.9437,7086.8846,7414.066,8033.6799,9340.1865,6653.1304
ENSG00000007216,SLC13A2,192.6879,59.3658,51.2844,40.1922,84.104,8.5139,53.2017,32.4327,126.2733,68.0662,30.1439,48.9524,20.9152,30.0884,41.8682
ENSG00000007237,GAS7,1525.0809,1265.8153,886.663,298.2645,577.5301,143.9256,722.3654,373.8457,508.55,272.1523,104.2512,1386.6324,324.3731,3410.201,399.8551
ENSG00000007255,TRAPPC6A,911.9863,469.1499,350.5268,311.5124,645.9567,1426.2675,628.7514,263.8861,1087.3731,499.7707,576.0701,689.1892,139.5021,692.1118,383.406
ENSG00000007264,MATK,391.4681,266.0397,80.1469,35.4034,231.6095,312.0045,131.5452,267.0317,219.9949,121.0502,25.0725,331.1224,198.3396,544.6287,119.5587
ENSG00000007306,CEACAM7,57.946,26.5752,25.2252,6.7937,23.9378,7.7457,16.6446,21.6244,75.8556,14.5344,2.6784,0,1.9329,1.1793,46.3293
ENSG00000007312,CD79B,35087.8428,19121.0415,10949.3005,10151.4934,21039.8388,27696.8744,4757.2424,9691.2528,28667.4095,9573.1462,18486.1399,17226.8118,9074.7015,10399.6396,7985.122
ENSG00000007314,SCN4A,857.7331,471.6686,249.875,198.1224,537.7294,205.7468,193.8011,220.325,1437.4256,625.3811,269.5878,216.8368,87.7569,496.683,348.7732
ENSG00000007341,ST7L,865.6629,430.2067,307.5218,308.936,328.5214,314.3756,465.4885,316.1343,1255.4494,536.0595,367.0038,438.7583,340.3959,538.7482,557.0947
ENSG00000007350,TKTL1,135.2857,79.7344,52.0097,45.2204,58.0996,79.0123,84.7379,110.9679,185.553,87.4718,58.6861,77.2933,66.7236,317.3604,51.6506
ENSG00000007372,PAX6,1351.5254,655.3888,449.6043,473.7376,468.0486,336.8157,411.7699,376.3377,1307.5508,582.7185,260.492,372.1374,289.4434,274.3751,483.0785
ENSG00000007376,RPUSD1,1242.6438,689.0826,570.5368,420.4565,951.2438,1078.6909,611.4893,1656.2228,1331.3544,622.0128,378.3357,776.778,884.1155,865.0542,475.1312
ENSG00000007384,RHBDF1,269.6295,146.4782,94.0506,95.1187,140.854,32.3179,117.0445,121.1459,267.5604,563.7908,152.9781,154.1971,69.9649,92.4436,88.3519
ENSG00000007392,LUC7L,8596.216,4424.3134,2822.6652,2526.7254,4086.8248,1104.5632,4693.7369,7297.107,12099.2276,5350.7354,6731.6045,4412.7756,4710.3025,6265.4916,4650.2317
ENSG00000007402,CACNA2D2,472.2817,227.2456,178.6156,151.7921,234.4264,202.7195,207.8969,214.8848,674.4494,378.4418,151.287,195.7329,159.9397,296.7741,186.1209
ENSG00000007516,BAIAP3,5644.2888,958.4946,1764.3136,3845.5822,2599.8635,6619.7091,560.2347,5991.4134,10969.2426,7284.136,7517.4288,2644.7589,21972.122,3013.2022,9068.0815
ENSG00000007520,TSR3,1164.0438,616.6937,514.5033,410.8218,788.356,2153.4082,855.9022,979.6753,1609.0829,879.1695,1150.3227,980.9467,666.4842,1083.4979,584.6654
ENSG00000007541,PIGQ,1802.1785,992.6328,937.6335,740.6082,1365.3844,1124.1791,710.9219,2327.5707,2188.267,1071.6447,1850.785,1324.2684,1824.9834,1655.2417,934.9978
ENSG00000007545,CRAMP1,4830.0931,2961.3206,1668.3783,1690.03,2759.3234,3307.3299,3435.7349,4430.4773,8916.5663,5985.037,3114.9488,3599.6134,1589.0271,3071.7879,2077.1161
ENSG00000007866,TEAD3,162.9732,101.1278,85.1899,47.9879,82.4725,21.6746,64.0149,54.2986,191.2277,105.9427,79.5909,51.8823,32.9645,67.2797,72.6011
ENSG00000007908,SELE,374.9407,180.9991,101.4905,83.0802,132.5031,30.3225,99.7603,43.5353,240.5433,115.6255,83.1792,121.7046,39.2003,57.6117,82.3792
ENSG00000007923,DNAJC11,3016.892,1666.5798,1188.532,1051.4688,1842.4111,4248.0583,1365.1774,3571.7649,3516.3925,1975.2278,2425.1702,3321.9183,2679.8484,2606.4839,1371.7169
ENSG00000007933,FMO3,300.9846,185.6789,108.5263,65.1247,119.3516,24.3219,59.272,100.9581,210.7956,102.8733,49.9654,71.4141,91.5696,85.3886,67.5434
ENSG00000007944,MYLIP,4143.5424,3957.026,2342.5319,2018.3226,3960.3722,1177.7999,296.1216,4270.8179,3334.2473,1381.5385,816.9743,2015.1077,1399.5901,1076.3789,692.9453
ENSG00000007952,NOX1,115.4042,47.1031,35.8207,33.0575,51.1706,8.0017,31.9024,16.5042,139.2546,43.8905,39.994,31.4151,14.8962,17.9754,34.4836
ENSG00000007968,E2F2,262.1564,140.3309,79.1112,75.7652,114.8554,24.6218,49.0727,21.4546,122.8329,55.9476,117.4239,41.2912,24.8225,38.5989,35.2096
ENSG00000008018,PSMB1,3768.7518,1874.6013,1550.8096,1291.0322,1838.8305,4293.1868,3028.2632,3400.6292,6948.303,3721.6343,3963.1499,2667.0579,2591.1467,3081.1795,2518.223
ENSG00000008056,SYN1,124.3594,85.5576,26.6218,43.8769,63.6086,9.3506,34.4745,43.886,142.7462,60.2607,20.7917,29.8147,25.0121,21.3901,76.9346
ENSG00000008083,JARID2,3991.2716,2716.2598,1425.8377,1237.1977,2712.2668,891.1108,1259.3518,2840.0725,3771.9764,2450.658,1334.7284,2384.1725,1572.7296,1755.6304,1397.9422
ENSG00000008086,CDKL5,2052.1068,1114.7987,754.6696,646.6909,937.1185,226.2222,353.2505,497.5404,1152.6104,627.2266,543.9466,556.1566,487.3196,439.7072,354.4353
ENSG00000008118,CAMK1G,166.3618,83.2742,67.1364,67.7478,94.0014,4.2113,55.0473,31.7212,115.8632,69.3479,45.2799,35.6775,22.6775,38.2304,33.0101
ENSG00000008128,CDK11A,4022.2036,2192.2026,1919.0285,1919.5021,5200.7796,1837.9715,1930.7809,8210.4019,5693.6516,2742.8295,5350.779,5858.1878,3328.3754,6067.4789,2281.3136
ENSG00000008130,NADK,7476.8643,4163.61,3114.5473,2763.2466,4698.3555,6555.8928,6117.6515,6774.8833,12533.4089,6001.872,6732.5009,9509.5946,5302.7091,8038.486,4154.2258
ENSG00000008196,TFAP2B,294.5389,129.4725,70.9627,87.8048,143.3423,20.1668,94.6841,38.5317,238.0742,115.6929,41.1257,60.4341,50.7653,81.7456,80.5524
ENSG00000008197,TFAP2D,115.6865,54.9149,27.6112,30.3391,33.7328,7.0369,20.1803,20.823,85.8436,46.1819,20.1413,24.079,21.5504,17.8209,27.9597
ENSG00000008226,DLEC1,515.0229,278.6073,184.7151,193.7502,271.2122,34.1216,145.3896,103.6423,502.623,335.1952,108.5645,146.9193,134.769,265.4334,138.3008
ENSG00000008256,CYTH3,1064.6303,593.7677,272.7798,343.9242,563.1801,130.0666,180.6132,427.7401,412.4748,213.4733,144.0407,537.1798,1165.1653,661.7737,221.2888
ENSG00000008277,ADAM22,1270.0193,663.6632,466.7989,369.4385,550.7659,101.0403,269.3822,190.9794,1005.1629,450.8046,176.8824,452.8945,216.6001,329.8828,465.7664
ENSG00000008282,SYPL1,6259.7199,3190.402,2123.5186,1515.5844,2157.7585,3198.3356,3008.3488,3305.8206,9904.5247,8848.7746,4039.771,1811.4647,2886.5489,3148.384,5908.8332
ENSG00000008283,CYB561,296.2803,128.3346,102.8773,100.9121,193.0516,148.273,159.0566,255.129,370.1879,309.7633,66.246,318.2929,470.1935,525.0065,165.7436
ENSG00000008294,SPAG9,5115.5456,2553.2142,1679.0685,1387.884,2641.1053,1901.8862,2638.8655,4132.8109,6883.8492,3660.8879,4924.1814,3265.1921,3104.8236,3413.2123,3009.9953
ENSG00000008300,CELSR3,1197.4574,515.9522,552.7629,465.6244,556.4863,1121.3243,1096.6799,821.1613,2609.2274,809.3131,901.5245,1255.5961,567.9028,1379.1493,1077.531
ENSG00000008311,AASS,1224.2596,721.4488,445.4769,383.4202,464.624,193.1582,242.007,46.8362,504.8379,81.5388,69.7149,130.9013,96.6342,135.231,53.6181
ENSG00000008323,PLEKHG6,279.9121,119.0105,64.5819,116.9536,125.6183,14.1822,52.3454,43.7543,169.0516,98.5012,33.8399,40.2777,29.8601,36.3829,58.1393
ENSG00000008324,SS18L2,955.7982,401.5283,379.0516,297.6014,382.0049,772.8164,897.1821,1144.9727,2074.8356,1175.924,627.5034,922.7578,872.1484,801.0457,821.3046
ENSG00000008382,MPND,624.1071,284.4713,280.3482,231.7852,404.5637,655.7954,488.5279,211.0688,994.0804,392.1502,324.533,456.4938,196.7309,667.6301,398.2401
ENSG00000008394,MGST1,444.9211,228.9162,152.1612,119.9686,177.1129,49.5222,205.7507,92.9845,283.0934,134.1943,55.1729,226.8016,100.838,213.5048,180.699
ENSG00000008405,CRY1,748.8154,508.0384,314.8971,206.1804,328.9066,870.7816,803.4471,2372.1785,2498.7941,1361.3642,1809.9971,249.1118,542.7879,628.1269,126.091
ENSG00000008438,PGLYRP1,72.436,35.5888,27.9711,32.6568,33.6959,3.0006,13.3492,13.7358,53.215,24.9675,14.6958,13.0038,14.0041,20.0061,16.4031
ENSG00000008441,NFIX,703.5253,307.1257,212.1834,200.5929,350.8807,122.3335,228.0972,265.2066,666.061,451.0506,432.8253,586.3415,228.5751,242.6637,220.7576
ENSG00000008513,ST3GAL1,11624.055,6072.9741,3464.9324,3324.8331,6379.2093,5139.3837,2531.3798,3719.1596,4594.3672,4000.7902,5260.6102,5638.9125,2202.4145,4842.3776,1897.1061
ENSG00000008516,MMP25,237.6478,83.1644,218.2079,169.8383,132.0929,16.9792,74.6708,41.9476,153.3568,92.923,44.1038,167.3266,42.8476,120.8252,59.2605
ENSG00000008517,IL32,123.6719,54.6269,37.4806,74.8217,73.5666,2681.6538,418.5704,562.2038,508.7964,552.6657,255.023,3077.0471,756.0738,4220.6667,638.0503
ENSG00000008710,PKD1,9603.7605,4962.7805,3829.5138,3059.6654,9908.4421,4407.1127,2814.3083,5376.4944,8172.0754,3858.4794,4288.2086,7952.0136,4202.1826,7273.5049,3057.7843
ENSG00000008735,MAPK8IP2,281.4354,134.1199,100.7449,98.7002,111.6675,54.0501,128.2661,65.6366,348.8508,114.601,92.1692,77.0127,52.4031,119.5105,117.4074
ENSG00000008838,MED24,5338.6879,2804.6024,1989.6032,1675.8542,2887.4172,2272.2429,2799.5956,3692.554,5780.4365,2980.2868,3436.5883,2753.9534,2616.2859,3054.1621,1864.2968
ENSG00000008853,RHOBTB2,7107.9943,2665.9055,5006.8183,2392.5472,3660.4388,7914.4471,1616.2159,502.9621,5884.7425,1486.6717,5318.4083,3656.0303,410.1826,1622.2243,1674.6515
ENSG00000008869,HEATR5B,8779.3809,4492.3272,2818.4662,2839.4618,5459.216,2705.4843,3035.3226,3339.6787,8037.0508,4443.733,4046.4789,3249.9699,2264.0447,3567.8275,2442.8936
ENSG00000008952,SEC62,8733.3442,5002.8347,2570.5404,2152.4705,3676.5977,4795.8239,4879.7756,5273.6225,15623.6442,9259.2304,6330.9605,6899.7175,3725.8593,4766.5386,7435.6453
ENSG00000008988,RPS20,63046.5493,28448.0858,25611.2281,19984.5334,63724.5394,116581.2729,21420.4235,68232.9544,67543.9118,44985.8273,46986.5951,55244.4722,70536.5396,48785.416,23927.8827
ENSG00000009307,CSDE1,24276.697,13623.8085,9389.2773,8884.9709,11864.9113,34057.7565,17957.6545,19702.7304,52526.0407,24877.8753,29671.4141,20561.2398,17261.1861,21309.3304,27028.3349
ENSG00000009335,UBE3C,4999.2145,2510.4787,2013.8215,1800.6738,2440.8744,3636.9209,1121.8124,3349.1315,6716.1682,3656.1186,2751.6363,2896.0703,2781.6613,2972.3747,2624.657
ENSG00000009413,REV3L,5187.6149,2783.6579,1844.1334,1694.5525,1978.3056,2055.0131,4031.5634,4517.1544,10831.4995,5221.1266,3120.726,2965.3427,2694.2927,4061.0885,4179.4244
ENSG00000009694,TENM1,753.5836,382.9475,246.2489,193.6335,271.8135,154.3635,238.6856,183.9216,650.1212,356.3274,139.4703,198.2287,164.7778,242.0132,236.0616
ENSG00000009709,PAX7,403.1257,208.5956,132.0933,116.158,199.6851,20.6665,106.9295,53.5728,292.5383,164.7452,72.1203,73.9914,92.1051,98.4731,105.6648
ENSG00000009724,MASP2,1653.4659,771.3239,703.2926,530.6297,714.0374,102.9344,243.09,166.6495,987.1138,573.5479,235.8225,361.8487,169.0584,401.1437,349.0573
ENSG00000009765,IYD,1079.2867,279.2474,291.0266,513.1815,303.0891,84.5585,173.9691,77.2825,412.9002,177.7665,145.4463,167.9649,70.9834,145.7172,122.5313
ENSG00000009780,FAM76A,1393.7378,677.9034,519.8371,415.3831,623.7475,522.8529,620.1699,668.3603,1443.9907,644.9914,1262.9814,647.8446,884.0902,717.6882,662.0617
ENSG00000009790,TRAF3IP3,29190.611,14475.0936,8885.355,8112.4318,13685.5216,6984.9389,5671.6438,4495.4896,24203.1706,10886.7995,8899.1367,7402.0885,3157.3781,11344.9032,5983.0133
ENSG00000009830,POMT2,2009.0798,959.6695,844.1918,671.5962,1050.9468,520.3443,707.1575,1275.1569,2016.1822,964.4969,1262.1573,1568.1058,1270.4507,1144.1583,990.2519
ENSG00000009844,VTA1,2087.2684,1219.4553,663.1839,645.729,791.9995,1337.6893,1822.4717,1577.4362,4641.9227,2054.6601,1497.8697,1371.6735,1445.995,1508.6434,1605.1367
ENSG00000009950,MLXIPL,357.1542,181.1905,112.9668,145.925,261.4671,22.676,90.9338,157.2201,283.4962,110.854,255.6347,235.688,71.9283,177.3496,76.4746
ENSG00000009954,BAZ1B,6583.7666,3393.9852,2615.5202,2245.5862,3021.0209,5234.9947,4892.9331,7245.8064,14118.3006,8638.5559,6183.285,5822.9951,5731.4619,6875.9164,6092.4273
ENSG00000010017,RANBP9,2459.3835,1242.4783,939.9297,835.7919,1049.7817,2177.6652,2299.5981,2724.3892,4496.5958,2753.0764,2582.5483,1447.9601,1715.0783,2093.9816,2039.3727
ENSG00000010030,ETV7,199.5387,88.381,73.8079,58.4831,73.9564,31.5885,44.3936,76.9512,107.8316,57.1407,19.1307,42.9446,28.3056,35.8967,36.6681
ENSG00000010072,SPRTN,1032.1816,508.8672,407.7178,311.4968,429.7719,279.49,502.8148,518.1408,1198.6864,653.4207,310.9976,529.2777,447.7486,523.2597,472.2015
ENSG00000010165,METTL13,1477.5502,867.6733,537.277,515.46,756.9393,1120.0708,1220.2968,1814.1163,3687.2936,1814.8723,1238.5379,1551.8994,1429.0173,1875.8856,1345.4806
ENSG00000010219,DYRK4,2731.5197,1376.8803,761.922,1014.7748,1087.7919,627.0132,583.683,713.2703,1995.8177,1079.5957,487.0854,663.7111,432.5127,634.5459,522.7328
ENSG00000010244,ZNF207,26187.7542,15053.3467,9640.9099,5970.8039,10483.951,6286.4916,7666.6285,7747.7892,26135.8161,11881.3,7013.4926,10362.6437,8006.1289,9733.4513,8508.9284
ENSG00000010256,UQCRC1,2632.434,1246.9611,1037.0247,883.7577,1451.9403,3378.3107,2155.4333,3054.6476,4258.1766,2181.4424,2919.9543,2268.3958,2039.9479,2892.4979,1541.4364
ENSG00000010270,STARD3NL,1662.0066,850.5617,460.9168,488.8763,649.3825,1329.7655,944.6321,574.0797,1839.6256,682.786,665.1785,901.7693,825.3911,749.7561,743.2089
ENSG00000010278,CD9,667.1223,405.1002,137.4679,275.041,444.6871,1098.9336,284.2281,156.9011,2655.3128,4197.4205,692.0197,135.7411,192.9303,376.7536,448.9153
ENSG00000010282,HHATL,125.2064,58.2116,43.2008,47.3173,72.3951,9.0012,46.9836,31.2945,102.6175,69.0567,25.5761,46.2915,18.4449,35.6842,43.4371
ENSG00000010292,NCAPD2,3909.8715,1901.3324,1495.0142,1203.3702,1689.5634,2998.932,2156.1867,3663.0437,6885.9648,4733.7203,1895.1029,2500.848,1858.8044,3088.8289,2550.2595
ENSG00000010295,IFFO1,3999.6836,1841.9042,1680.9893,1416.3895,2283.4044,822.5251,1968.3391,3308.1876,6731.3395,3654.3596,1341.0762,3154.4332,1738.7134,4351.7946,2505.7611
ENSG00000010310,GIPR,269.9416,143.9736,97.5935,125.7741,159.1279,21.944,162.7259,243.0989,410.2809,142.2721,114.1859,395.7072,248.5089,180.8702,83.5137
ENSG00000010318,PHF7,955.4607,445.8898,386.8925,362.39,537.0579,340.4041,426.2978,231.727,984.3015,417.4225,422.0925,480.5056,191.2983,599.637,348.5528
ENSG00000010319,SEMA3G,243.8455,106.8636,70.2466,74.0947,112.405,20.9514,101.0691,50.5611,195.241,114.2737,46.6434,47.094,40.5749,43.5397,66.0637
ENSG00000010322,NISCH,11542.0625,5866.3278,4906.8237,3742.6177,6739.9839,4969.7127,5617.1142,8059.4428,15258.578,7325.6144,6842.0183,7546.6206,5648.4266,11283.3845,5459.8196
ENSG00000010327,STAB1,314.454,194.2983,123.4439,126.7811,169.6244,28.8559,3840.5834,232.7559,693.4362,260.0706,139.0774,2087.2891,104.3454,19778.5767,965.6953
ENSG00000010361,FUZ,926.9519,475.5749,283.4821,349.0657,490.8601,518.9948,942.6472,426.0053,1930.3576,671.0431,1805.2859,947.0918,386.0301,953.7227,646.3223
ENSG00000010379,SLC6A13,310.9844,82.816,73.2712,70.0625,80.0566,12.7996,53.3168,40.8581,171.856,63.1245,36.8217,43.1229,34.7302,39.6341,60.0502
ENSG00000010404,IDS,13022.4492,6072.6403,5984.2411,3846.8574,4949.3691,14403.8531,10794.3016,30866.3723,33406.4797,14184.3108,21226.0202,20894.0558,37394.529,14856.8661,15011.3004
ENSG00000010438,PRSS3,228.3949,93.2435,89.182,106.4914,137.0976,11.616,36.7041,48.5429,182.3376,46.1963,35.7435,34.0891,17.3161,49.2906,59.7851
ENSG00000010539,ZNF200,1080.4168,519.7408,322.1122,256.5929,393.376,356.0937,772.3089,817.6926,2563.8038,1131.9868,620.1879,742.72,699.7203,992.2015,720.283
ENSG00000010610,CD4,225.4354,131.1123,82.9875,87.6446,123.1868,363.6393,438.7524,617.0932,495.3571,355.5975,121.3284,1398.8572,569.3968,5503.9725,285.7475
ENSG00000010626,LRRC23,371.8412,195.8092,138.1326,169.1864,178.8729,362.1441,229.2862,103.1894,752.7171,341.2505,399.0719,200.7232,130.3541,271.6462,226.0616
ENSG00000010671,BTK,21187.7265,9999.432,5447.4179,6105.916,8240.1046,7468.3443,8986.771,7323.8541,21713.686,8847.4172,8117.4716,9041.3864,4737.4986,7665.8062,6308.7451
ENSG00000010704,HFE,770.0499,390.0371,395.5595,326.3145,344.2676,95.8953,177.3005,78.3765,544.3347,747.9788,60.4393,238.8629,76.9039,285.6519,225.6479
ENSG00000010803,SCMH1,2267.8576,1319.4121,873.2662,771.364,1305.209,1732.3605,837.1132,801.257,2652.7733,822.6422,2142.0539,697.626,866.7164,1179.185,1080.3709
ENSG00000010810,FYN,4664.7458,2407.2316,1777.3646,1477.1421,2147.2908,1001.3949,605.2909,8976.004,1398.1002,562.9199,706.1275,4818.8582,6266.1093,4679.1839,1240.0705
ENSG00000010818,HIVEP2,6349.8839,3174.1338,2295.7059,1920.9697,2683.7575,6957.1398,3663.8893,10572.1086,12650.6468,8714.0628,7671.8571,5389.4807,6547.7242,6671.581,4668.4216
ENSG00000010932,FMO1,196.9335,112.4039,41.4373,43.7727,86.6433,204.7612,53.7977,21.193,180.5825,71.3626,24.9272,37.9421,15.9755,56.9529,55.5628
ENSG00000011007,ELOA,3505.9046,1751.071,1282.5394,1084.8698,2415.5502,54472.737,5678.2743,37134.2805,17769.0614,9550.1999,21517.2515,22409.5163,22934.8368,16454.571,7141.4632
ENSG00000011009,LYPLA2,1974.1005,1143.4815,929.9458,721.2025,3106.0729,7471.2015,1474.5273,8299.7518,3142.1117,1811.2624,4991.3513,4937.596,5589.7906,5325.5756,1297.4618
ENSG00000011021,CLCN6,6898.9283,3688.6229,2484.7028,2151.6045,4312.9129,2229.0384,1677.0238,2838.1751,5716.0119,3214.0225,4096.8935,4737.2422,2095.3618,3152.3959,2712.5948
ENSG00000011028,MRC2,327.6941,159.4303,96.3414,90.8574,157.2665,180.5208,343.8394,953.9657,1170.6078,2178.2155,746.2406,380.5894,126.2046,372.492,86.4754
ENSG00000011052,NME1-NME2,399.1323,318.7397,100.7731,155.3583,384.2592,945.9104,353.1594,201.7228,231.3846,310.3803,205.6015,344.2808,223.3078,350.9805,144.8431
ENSG00000011083,SLC6A7,283.8394,119.5346,97.1288,76.8767,187.1832,65.7465,64.3678,53.5611,192.8299,105.9463,62.6391,51.3488,70.3458,84.8205,48.5878
ENSG00000011105,TSPAN9,282.5907,192.6709,111.4202,93.4074,136.0934,28.4025,85.0251,72.9386,381.5553,109.0167,61.2772,59.5182,56.674,74.0177,73.98
ENSG00000011114,BTBD7,1650.6267,890.6384,672.978,548.0901,764.2811,670.2324,703.7512,935.6021,2026.3969,1110.524,841.3148,698.3763,725.4478,903.1392,868.1436
ENSG00000011132,APBA3,2088.0071,1150.6402,874.5323,808.7588,1402.2854,1101.8769,838.2712,1708.6217,2058.9146,1044.3775,1968.288,1215.3752,1376.0251,1506.9726,763.8122
